,Index Number,Name,Address,Project Status,Occupancy Year,Operator,URL,Geom,Local Area,unit_count,unit_category,unit_detail
10949,202,,350 Keefer St,Completed,1970,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=202,POINT (-123.09530078 49.27849526),Strathcona,91,Design,Standard Studio
10955,244,,5701 Nanaimo St,Completed,1959,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=244,POINT (-123.05939466 49.23115573),Victoria-Fraserview,14,Design,Standard Studio
10958,256,,300 E Pender St,Completed,1971,Christ Church of China,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=256,POINT (-123.09649954 49.28003018),Strathcona,3,Design,Standard Studio
10959,262,,1710 E Pender St,Completed,1986,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=262,POINT (-123.07002235 49.28001135),Grandview-Woodland,4,Design,Standard Studio
10963,275,,315 Powell St,Completed,1986,The Bloom Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=275,POINT (-123.09728984 49.2833943),Strathcona,8,Design,Standard Studio
10970,290,,1420 E 2nd Ave,Completed,1974,Baptist Housing Society of B.C.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=290,POINT (-123.07464212 49.26829628),Grandview-Woodland,45,Design,Standard Studio
10975,300,,1091 Sitka Square,Completed,1977,New Chelsea Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=300,POINT (-123.13016336 49.26687114),Fairview,24,Design,Standard Studio
10982,313,,1985 Wallace St,Completed,1975,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=313,POINT (-123.19139629 49.26946318),West Point Grey,44,Design,Standard Studio
10990,335,,5657 Harold St,Completed,1978,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=335,POINT (-123.03625358 49.23266161),Killarney,66,Design,Standard Studio
10994,346,,1188 Pendrell St,Completed,1997,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=346,POINT (-123.1321936 49.28216748),West End,7,Design,Standard Studio
10996,355,,2756 Victoria Dr,Completed,1994,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=355,POINT (-123.06556434 49.25982107),Kensington-Cedar Cottage,1,Design,Standard Studio
10998,361,,27 W Pender St,Completed,2000,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=361,POINT (-123.10573543 49.28104614),Downtown,77,Design,Standard Studio
10999,362,,1221 Seymour St,Completed,2000,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=362,POINT (-123.12591112 49.27641924),Downtown,117,Design,Standard Studio
11002,376,,40 E Hastings St,Completed,2000,Neighbourhood Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=376,POINT (-123.10334863 49.28110142),Downtown,83,Design,Standard Studio
11004,382,,65 W Cordova St,Completed,2002,Lore Krill Co-operative Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=382,POINT (-123.10598488 49.28306444),Downtown,14,Design,Standard Studio
11006,389,,2626 Watson St,Completed,2001,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=389,POINT (-123.10014836 49.26173676),Mount Pleasant,38,Design,Standard Studio
11007,391,,668 Powell St,Completed,2001,Neighbourhood Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=391,POINT (-123.09001295 49.28274762),Strathcona,60,Design,Standard Studio
11008,397,,2088 Yukon St,Completed,2002,Lookout Housing and Health Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=397,POINT (-123.11236726 49.26689088),Mount Pleasant,30,Design,Standard Studio
11015,416,,1120 Comox St,Completed,2001,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=416,POINT (-123.12990117 49.28194798),West End,1,Design,Standard Studio
11017,431,,1169 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=431,POINT (-123.13146455 49.28232847),West End,2,Design,Standard Studio
11018,432,,1163 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=432,POINT (-123.13136625 49.28226482),West End,2,Design,Standard Studio
11020,442,,133 Powell St,Completed,1988,Four Sisters Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=442,POINT (-123.10094244 49.28342665),Downtown,18,Design,Standard Studio
11021,443,,1650 Haro St,Completed,1975,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=443,POINT (-123.13484649 49.28866855),West End,185,Design,Standard Studio
11026,494,,3640 Victoria Dr,Completed,2004,New Chelsea Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=494,POINT (-123.0650132 49.25314806),Kensington-Cedar Cottage,28,Design,Standard Studio
11030,593,,3595 W 17th Av,Completed,2011,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=593,POINT (-123.18469709 49.25758303),Dunbar-Southlands,47,Design,Standard Studio
11031,596,,215 W 2nd Av,Completed,2013,Sanford Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=596,POINT (-123.11062365 49.26909722),Mount Pleasant,147,Design,Standard Studio
11034,662,,337 W Pender St,Completed,2011,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=662,POINT (-123.11130569 49.28269827),Downtown,96,Design,Standard Studio
11037,680,,1321 Richards St,Completed,2009,More Than a Roof Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=680,POINT (-123.12663394 49.27468456),Downtown,87,Design,Standard Studio
11038,682,,111 Princess Av,Completed,2014,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=682,POINT (-123.09179574 49.28368398),Strathcona,127,Design,Standard Studio
11039,687,,596 E Hastings St,Completed,2007,Salvation Army,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=687,POINT (-123.09190356 49.28088944),Strathcona,85,Design,Standard Studio
11041,689,,2465 Fraser St,Completed,2014,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=689,POINT (-123.08970693 49.26277669),Mount Pleasant,95,Design,Standard Studio
11042,691,,220 Princess Av,Completed,2015,Raincity Housing and Support Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=691,POINT (-123.09089702 49.2827536),Strathcona,100,Design,Standard Studio
11046,715,,250 Powell St,Completed,2015,The Bloom Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=715,POINT (-123.09858031 49.28271871),Strathcona,82,Design,Standard Studio
11051,764,,626 Alexander,Completed,2015,Community Builders Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=764,POINT (-123.09066952 49.28366473),Strathcona,5,Design,Standard Studio
11054,772,,1105 Seymour St,Completed,2017,City of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=772,POINT (-123.12412411 49.27759099),Downtown,18,Design,Standard Studio
11055,773,,3338 Sawmill Crescent,Completed,2025,M'akola Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=773,POINT (-123.03388168 49.20633158),Killarney,128,Design,Standard Studio
11056,776,,1106 Pendrell St,Completed,2018,CentralPC Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=776,POINT (-123.13071805 49.28108568),West End,26,Design,Standard Studio
11059,784,,4105 Artbutus St,Completed,2021,YWCA Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=784,POINT (-123.15398114 49.24854039),Arbutus Ridge,19,Design,Standard Studio
11060,785,,706 W 13th Ave,Under Construction,,Metro Vancouver Housing Corporation,,,Unknown,19,Design,Standard Studio
11061,787,,1171 Jervis St,Completed,2018,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=787,POINT (-123.13510209 49.2831831),West End,9,Design,Standard Studio
11062,790,,420 Hawks Ave,Approved,,,,POINT (-123.08693581 49.28070574),Strathcona,7,Design,Standard Studio
11065,797,,6465 Vivian St,Completed,2020,Fair Haven Homes Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=797,POINT (-123.05069803 49.2253565),Victoria-Fraserview,114,Design,Standard Studio
11066,799,,1395 Davie St,Completed,2021,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=799,POINT (-123.13567833 49.28367795),West End,27,Design,Standard Studio
11067,801,,808 Nicola St,Completed,2024,City of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=801,POINT (-123.13082054 49.28809834),West End,17,Design,Standard Studio
11068,803,,7430 & 7460 Heather St,Completed,2018,Community Builders Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=803,POINT (-123.12130369 49.21814688),Marpole,64,Design,Standard Studio
11069,808,,3245 Pierview Crescent,Completed,2021,Kinship Housing Co-operative,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=808,POINT (-123.03866101 49.20724891),Killarney,7,Design,Standard Studio
11070,809,,3183 Pierview Crescent,Completed,2020,Kinship Housing Co-operative,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=809,POINT (-123.03975498 49.20767029),Killarney,9,Design,Standard Studio
11071,810,,2200 - 2300 W 45th Ave,Approved,,Fair Haven Homes Society,,POINT (-123.15944769 49.23115707),Kerrisdale,13,Design,Standard Studio
11072,813,,124 Powell St,Completed,,MPA Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=813,POINT (-123.10139469 49.28296884),Downtown,46,Design,Standard Studio
11073,829,,603 W 59th Ave,Completed,2022,S.U.C.C.E.S.S.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=829,POINT (-123.11763069 49.21748457),Marpole,34,Design,Standard Studio
11074,830,,947 E Hastings St,Completed,2018,Lookout Housing and Health Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=830,POINT (-123.08403266 49.28133997),Strathcona,24,Design,Standard Studio
11075,832,,1636 Clark Dr,Under Construction,,S.U.C.C.E.S.S.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=832,POINT (-123.07634909 49.26993257),Grandview-Woodland,13,Design,Standard Studio
11076,833,,1040-1080 Barclay St,Approved,,,,POINT (-123.1268872 49.28278154),West End,18,Design,Standard Studio
11077,844,,4480 Kaslo St,Completed,2018,Atira Property Management Inc.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=844,POINT (-123.04676468 49.24496553),Renfrew-Collingwood,46,Design,Standard Studio
11078,846,,5077 and 5095 Heather St,Completed,2019,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=846,POINT (-123.12185811 49.24025538),South Cambie,86,Design,Standard Studio
11079,855,,1406-1410 E King Edward Ave,Approved,,BC Indigenous Housing Society,,POINT (-123.07577498 49.24827208),Kensington-Cedar Cottage,109,Design,Standard Studio
11080,861,,258 Union St,Completed,2019,Atira Property Management Inc.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=861,POINT (-123.09935941 49.27751701),Strathcona,46,Design,Standard Studio
11081,863,,616 E Cordova St,Completed,2022,Union Gospel Mission,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=863,POINT (-123.09098604 49.2818717),Strathcona,26,Design,Standard Studio
11082,864,,750 - 772 Pacific Blvd,Approved,,,,POINT (-123.10926942 49.27433899),Downtown,71,Design,Standard Studio
11085,877,,928 Main Street,Completed,2020,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=877,POINT (-123.09947676 49.27628169),Strathcona,38,Design,Standard Studio
11086,880,,733 W 14th Ave,Completed,2020,Metro Vancouver Housing Corporation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=880,POINT (-123.12117113 49.25887258),Fairview,10,Design,Standard Studio
11087,886,,8460 Ash St & 8495 Cambie St,Under Construction,,,,POINT (-123.11850904 49.20851404),Marpole,6,Design,Standard Studio
11088,888,,150 E 36th Ave,Under Construction,,,,,Unknown,12,Design,Standard Studio
11089,893,,480 Broughton St,Under Construction,,,,POINT (-123.12518254 49.29006102),Downtown,7,Design,Standard Studio
11090,895,,8725 French St,Completed,2024,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=895,POINT (-123.13964152 49.20669703),Marpole,29,Design,Standard Studio
11091,897,,1425 & 1451 E 12th Ave,Completed,2024,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=897,POINT (-123.07489881 49.25989171),Kensington-Cedar Cottage,99,Design,Standard Studio
11092,902,,1580 Vernon Drive,Completed,2021,Community Builders Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=902,POINT (-123.07812141 49.27036968),Strathcona,86,Design,Standard Studio
11094,909,,18 W Hastings St,Completed,2021,Atira Women’s Resource Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=909,POINT (-123.10520873 49.28140831),Downtown,30,Design,Standard Studio
11099,927,,8-36 West Cordova St,Proposed,,BC Indigenous Housing Society,,POINT (-123.1053223 49.28236754),Downtown,75,Design,Standard Studio
11100,930,,2518-2540 Grandview Hwy S,Approved,,Community Builders Group,,POINT (-123.05428665 49.25722967),Renfrew-Collingwood,64,Design,Standard Studio
11101,931,,1925 SE Marine Dr,Under Construction,,Kettle Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=931,,Unknown,72,Design,Standard Studio
11103,943,,1656 Adanac St,Under Construction,,Entre Nous Femmes Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=943,POINT (-123.0715201 49.27732861),Grandview-Woodland,6,Design,Standard Studio
11104,949,,528 Powell St,Under Construction,,Lookout Housing and Health Society,,POINT (-123.09249245 49.2828015),Strathcona,74,Design,Standard Studio
11109,969,,8427-8482 Cambie St,Proposed,,,,POINT (-123.11770046 49.20908476),Marpole,9,Design,Standard Studio
11120,10,,1880 W 2nd Ave,Completed,1975,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=10,POINT (-123.1475091 49.26956174),Kitsilano,21,Design,Standard Studio
11123,15,,1650 E 3rd Ave,Completed,1980,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=15,POINT (-123.07052101 49.26754083),Grandview-Woodland,24,Design,Standard Studio
11124,16,,2495 W 3rd Ave,Completed,1974,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=16,POINT (-123.16187563 49.26939934),Kitsilano,20,Design,Standard Studio
11130,35,,1620 E 6th Ave,Completed,1965,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=35,POINT (-123.0713509 49.26471876),Grandview-Woodland,41,Design,Standard Studio
11132,40,,745 W 7th Ave,Completed,1982,MPA Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=40,POINT (-123.1208978 49.26530307),Fairview,9,Design,Standard Studio
11133,45,,1333 E 7th Ave,Completed,1985,BC Indigenous Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=45,POINT (-123.07649546 49.26448248),Grandview-Woodland,4,Design,Standard Studio
11134,46,,1987 W 7th Ave,Completed,1975,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=46,POINT (-123.14999063 49.26575732),Kitsilano,31,Design,Standard Studio
11135,50,,1219 E 8th Ave,Completed,1984,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=50,POINT (-123.07898388 49.26358712),Mount Pleasant,4,Design,Standard Studio
11136,54,,717 W 8th Ave,Completed,1986,Heritage Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=54,POINT (-123.12042184 49.26446677),Fairview,1,Design,Standard Studio
11137,60,,12 W 10th Ave,Completed,1981,View Court Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=60,POINT (-123.10540528 49.26184174),Mount Pleasant,6,Design,Standard Studio
11139,64,,1400 E 11th Ave,Completed,1973,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=64,POINT (-123.07498181 49.26029268),Kensington-Cedar Cottage,21,Design,Standard Studio
11140,69,,1444 E 13th Ave,Completed,1972,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=69,POINT (-123.0747595 49.25843782),Kensington-Cedar Cottage,19,Design,Standard Studio
11141,70,,546 W 13th Ave,Completed,1960,Soroptimist Club of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=70,,Unknown,11,Design,Standard Studio
11145,84,,1750 E 41st Ave,Completed,1974,Mennonite Senior Citizens' Society of B.C.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=84,POINT (-123.07016628 49.23144219),Victoria-Fraserview,128,Design,Standard Studio
11152,112,,1655 Barclay,Completed,1975,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=112,POINT (-123.13484649 49.28866855),West End,177,Design,Standard Studio
11155,123,,1030 Burnaby St,Completed,1972,Society for Christian Care of the Elderly,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=123,POINT (-123.13146057 49.27877594),West End,187,Design,Standard Studio
11156,130,,830 Campbell Ave,Completed,1978,Vancouver Chinatown Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=130,POINT (-123.08442743 49.27694361),Strathcona,56,Design,Standard Studio
11158,142,,129 E Cordova St,Completed,1987,Salvation Army,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=142,POINT (-123.10098812 49.28256711),Downtown,39,Design,Standard Studio
11159,143,,145 E Cordova St,Completed,1985,Harry Lin Chin Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=143,POINT (-123.10045916 49.28255723),Downtown,53,Design,Standard Studio
11161,150,,2310 Cornwall Ave,Completed,1982,Melton Court Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=150,POINT (-123.15780793 49.2723574),Kitsilano,10,Design,Standard Studio
11170,185,,845 Bute St,Completed,1978,Haro Park Center Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=185,POINT (-123.12796978 49.28560414),West End,44,Design,Standard Studio
11171,188,,16 E Hastings St,Completed,1988,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=188,POINT (-123.1039242 49.28111217),Downtown,54,Design,Standard Studio
11173,206,,705 Jackson Ave,Completed,1965,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=206,POINT (-123.09530078 49.27849526),Strathcona,67,Design,Standard Studio
11174,208,,7007 Kerr St,Completed,1970,Ukrainian Senior Citizens Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=208,POINT (-123.04186443 49.21945024),Killarney,27,Design,Standard Studio
11175,210,,2740 W King Edward Ave,Completed,1964,Calling Ministries,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=210,POINT (-123.16606118 49.247574),Arbutus Ridge,52,Design,Standard Studio
11176,217,,6100 Inverness St,Completed,1969,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=217,POINT (-123.07858498 49.22835508),Sunset,20,Design,Standard Studio
11178,223,,102 Main St,Completed,1989,Vancouver Chinatown Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=223,POINT (-123.09909816 49.28382811),Strathcona,6,Design,Standard Studio
11182,233,,8790 SW Marine Dr,Completed,1970,Vancouver Kiwanis Senior Citizens Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=233,POINT (-123.14167031 49.20576794),Marpole,42,Design,Standard Studio
11185,237,,800 McLean Dr,Completed,1976,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=237,POINT (-123.07393952 49.27734561),Grandview-Woodland,4,Design,Standard Studio
11186,239,,1885 McLean Dr,Completed,1986,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=239,POINT (-123.07596571 49.26809347),Grandview-Woodland,20,Design,Standard Studio
11187,240,,711 Millyard,Completed,1977,False Creek Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=240,POINT (-123.12174954 49.26694875),Fairview,4,Design,Standard Studio
11190,243,,3075 Nanaimo St,Completed,1962,New Chelsea Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=243,POINT (-123.05714229 49.25707726),Kensington-Cedar Cottage,49,Design,Standard Studio
11191,247,,1115 Nelson St,Completed,1969,The Bloom Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=247,POINT (-123.12867658 49.28327763),West End,187,Design,Standard Studio
11197,258,,827 E Pender St,Completed,1988,Lesya Ukrainka Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=258,POINT (-123.08649623 49.28038687),Strathcona,5,Design,Standard Studio
11198,259,,853 E Pender St,Completed,1982,Rose Garden Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=259,POINT (-123.0858665 49.28037655),Strathcona,6,Design,Standard Studio
11202,291,,2050 Rupert St,Completed,1965,Hopehill,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=291,POINT (-123.03326161 49.26621497),Hastings-Sunrise,48,Design,Standard Studio
11207,319,,8080 Yukon St,Completed,1976,Vancouver Kiwanis Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=319,POINT (-123.11404507 49.21174063),Marpole,67,Design,Standard Studio
11215,357,,144 Heatley Ave,Completed,1993,Raincity Housing and Support Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=357,POINT (-123.08914065 49.28325701),Strathcona,27,Design,Standard Studio
11216,358,,380 Main St,Completed,1998,Neighbourhood Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=358,POINT (-123.09917453 49.28168215),Strathcona,32,Design,Standard Studio
11219,366,,561 E 16th Ave,Completed,2000,Sanford Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=366,POINT (-123.09238571 49.25672665),Mount Pleasant,17,Design,Standard Studio
11220,367,,275 Alexander St,Completed,1999,The Core Artists Co-op,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=367,POINT (-123.09842997 49.28443077),Strathcona,30,Design,Standard Studio
11221,371,,1600 E 8th Ave,Completed,1998,Kettle Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=371,POINT (-123.0716834 49.26302735),Grandview-Woodland,15,Design,Standard Studio
11223,379,,65 E Hastings St,Completed,2009,Raincity Housing and Support Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=379,POINT (-123.10290041 49.28169883),Downtown,83,Design,Standard Studio
11225,383,,146 W Hastings St,Completed,2000,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=383,POINT (-123.10880758 49.28198916),Downtown,40,Design,Standard Studio
11227,400,,1254 E 8th Ave,Completed,2004,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=400,POINT (-123.07803227 49.2630781),Mount Pleasant,1,Design,Standard Studio
11229,405,,1220 Salsbury Dr,Completed,1981,Vancouver East Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=405,POINT (-123.06726741 49.27352487),Grandview-Woodland,4,Design,Standard Studio
11231,417,,1122 Comox St,Completed,2001,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=417,POINT (-123.12999955 49.28201171),West End,1,Design,Standard Studio
11233,422,,1137 Pendrell St,Completed,2002,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=422,POINT (-123.1306738 49.28181043),West End,2,Design,Standard Studio
11234,424,,1154 Comox St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=424,POINT (-123.13068653 49.2824566),West End,1,Design,Standard Studio
11235,425,,1160 Comox St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=425,POINT (-123.1307847 49.2825202),West End,3,Design,Standard Studio
11237,427,,1170 Comox St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=427,POINT (-123.13108016 49.2827116),West End,1,Design,Standard Studio
11238,434,,1157 Pendrell St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=434,POINT (-123.1311698 49.28213766),West End,1,Design,Standard Studio
11239,440,,1119 Thurlow St,Completed,2003,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=440,POINT (-123.13018469 49.28131028),West End,1,Design,Standard Studio
11241,483,,131 W Hastings St,Completed,2010,PHS Community Services Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=483,POINT (-123.10776232 49.28276526),Downtown,120,Design,Standard Studio
